gazetteer_title,stream_name,tributary_side,primary_county,origin,flow_description,destination_details,additional_data,canvas_fragment,image,current_alphabet_letter
Gazetteer of Surface Waters of Iowa,Honey Creek,Left,Monroe County,"T. 71 N., R. 19 W.","flows southeast 8 miles into Chariton River (tributary to the Missouri) in Appanoose County, T. 70 N., R. 18 W.",Chariton River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=67,1440,2212,50",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Honey Creek,Left,Muscatine County,"T. 77 N., R. 4 W.","flows south 7½ miles into Iowa River (tributary to the Mississippi) in Louisa County, T. 75 N., R. 5 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=67,1644,2217,57",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Honey Creek,Right,Taylor County,"T. 69 N., R. 32 W.","flows southwest 17 miles and south 6 miles through Taylor County into the State of Missouri, T. 67 N., R. 33 W.",State of Missouri,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=67,1854,2209,53",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Honey Creek,Right,Wapello County,"sec. 33, T. 72 N., R. 12 W.","flows northeast 7 miles into West Competine Creek (tributary through Cedar Creek to Skunk River and thus to the Mississippi) in sec. 31, T. 72 N., R. 11 W.",West Competine Creek (tributary through Cedar Creek to Skunk River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=66,2063,2213,51",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Hoosier Creek,Left,Linn County,"T. 82 N., R. 7 W.","flows southeast 8 miles into Iowa River (tributary to the Mississippi) in Johnson County, T. 81 N., R. 6 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=64,2265,2215,61",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Howerton Branch,Right,Madison County,"T. 76 N., R. 29 W.","flows east 8 miles into North River (tributary through Des Moines River to the Mississippi) in Madison County, T. 76 N., R. 28 W.",North River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=66,2406,2213,57",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Huffman Creek,Right,Harrison County,"sec. 34, T. 81 N., R. 43 W.","flows south 6 miles into Willow Creek (tributary through Boyer River to the Missouri) in T. 80 N., R. 43 W.",Willow Creek (tributary through Boyer River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=66,2620,2210,50",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Hunter Branch (Walnut Creek),Right,Mills County,"T. 71 N., R. 40 W.","flows 11 miles into Walnut Creek (tributary through West Nishnabotna River to Nishnabotna River and thus to the Missouri) in Fremont County, sec. 5, T. 69 N., R. 40 W.",Walnut Creek (tributary through West Nishnabotna River to Nishnabotna River and thus to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=66,2828,2210,52",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Appanoose County,"T. 68 N., R. 16 W.","flows southwest 4 miles into Chariton River (tributary to the Missouri) in Appanoose County, T. 67 N., R. 16 W.",Chariton River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=64,3098,2213,62",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Right,Audubon County,"T. 80 N., R. 36 W.","flows southwest 12 miles and south 23 miles into East Nishnabotna River (tributary through Nishnabotna River to the Missouri) in Cass County, T. 75 N., R. 37 W.",East Nishnabotna River (tributary through Nishnabotna River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=66,3312,2206,51",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Blackhawk County,"sec. 29, T. 89 N., R. 11 W.","flows south 8 miles into Cedar River (tributary through Iowa River to the Mississippi) in Blackhawk County, sec. 35, T. 88 N., R. 12 W.",Cedar River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=66,3515,2204,59",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Right,Humboldt County,"sec. 29, T. 91 N., R. 29 W.","flows east 6 miles into West Des Moines River (tributary through Des Moines River to the Mississippi) in Humboldt County, sec. 24, T. 91 N., R. 29 W.",West Des Moines River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027#xywh=66,3727,2206,52",0027_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0027.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Linn County,"T. 85 N., R. 6 W.","flows south 6 miles and southwest 10 miles into Cedar River (tributary to the Mississippi) in Linn County, T. 83 N., R. 7 W.",Cedar River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,270,2213,59",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Louisa County,"sec. 1, T. 75 N., R. 4 W.","flows southeast 8½ miles into Iowa River (tributary to the Mississippi) in Louisa County, sec. 7, T. 74 N., R. 3 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=346,485,2225,52",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Pottawattamie County,"T. 74 N., R. 38 W.","flows southwest 22 miles into West Nishnabotna River (tributary through Nishnabotna River to the Missouri) in Mills County, T. 72 N., R. 41 W.",West Nishnabotna River (tributary through Nishnabotna River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=346,691,2225,57",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Right,Pottawattamie County,"sec. 28, T. 76 N., R. 43 W.","flows southwest 10 miles into Missouri River at Council Bluffs, T. 75 N., R. 44 W.",Missouri River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=463,2656,2110,50",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Right,Sac County,"T. 89 N., R. 36 W.","flows south 11 miles and northeast 4 miles into Raccoon River (tributary through Des Moines River to the Mississippi) in T. 87 N., R. 36 W.",Raccoon River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,1042,2222,52",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Sioux County,"T. 94 N., R. 46 W.","flows west 3 miles, southwest 9 miles, and west 5 miles into Big Sioux River (tributary to the Missouri) in Plymouth County, T. 93 N., R. 48 W.",Big Sioux River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,1251,2227,56",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Story County,"formed by the junction of West and East branches of Indian Creek in Story County, T. 82 N., R. 22 W.","flows southeast 20½ miles into Skunk River (tributary to the Mississippi) in Jasper County, T. 80 N., R. 21 W.",Skunk River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=455,1523,2122,65",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Right,Van Buren County,"T. 68 N., R. 11 W.","flows southeast 21½ miles into Des Moines River (tributary to the Mississippi) in Van Buren County, T. 67 N., R. 8 W.",Des Moines River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,1673,2224,51",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Indian Creek,Left,Warren County,"T. 74 N., R. 24 W.","flows east 4½ miles into Otter Creek (tributary through South River to Des Moines River and thus to the Mississippi) in Warren County, T. 74 N., R. 23 W.",Otter Creek (tributary through South River to Des Moines River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,1881,2227,57",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,"Indian Creek, East Branch",Left,Hardin County,"T. 86 N., R. 22 W.","flows south 7 miles, southeast 9 miles, and southwest 14 miles into Indian Creek (tributary through Skunk River to the Mississippi) in Story County, T. 82 N., R. 22 W.",Indian Creek (tributary through Skunk River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,2095,2222,50",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,"Indian Creek, West Branch",Right,Story County,"T. 84 N., R. 23 W.","flows south 8 miles to Nevada and continues in that direction 7 miles, flowing into Indian Creek (tributary through Skunk River to the Mississippi) in T. 82 N., R. 22 W.",Indian Creek (tributary through Skunk River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,2304,2224,51",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,Iowa River,Right,Wright County,"formed by junction of West and East branches of Iowa River in Wright County, T. 93 N., R. 23 W.","flows southeast 40 miles to Iowa Falls and continues in that direction 55 miles to a point 2 miles east of Marshalltown, then southeast 19 miles to Tama, southeast 39 miles to Marengo, east 31 miles, southeast 14 miles to Iowa City, and southeast 62 miles into Mississippi River, in Louisa County, T. 73 N., R. 2 W.",Mississippi River,"Gaging station at Marshalltown 1903, Iowa City 1903-1906, Iowa Falls 1911-1913. Water power is developed as follows: At Amana an 8-foot head creates 500 horsepower; at Iowa City an 8-foot head creates 200 horsepower; at Union a 6½-foot head creates 80 horsepower; at Eldora an 8-foot head creates 70 horsepower; at Iowa Falls a 10½-foot head creates 80 horsepower; at Le Grand a 6½-foot head creates 90 horsepower; at Alden a 9-foot head creates 150 horsepower; and at Lime Springs a 9-foot head creates 35 horsepower.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=458,553,2106,52",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,"Iowa River, East Branch",Left,Hancock County,"T. 97 N., R. 24 W.","flows south 29 miles into Iowa River (tributary to the Mississippi) in junction with West Branch in Wright County, T. 93 N., R. 23 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,3495,2224,50",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,"Iowa River, West Branch",Right,Hancock County,"Crystal Lake, T. 97 N., R. 25 W.","flows southeast 5 miles, south 21 miles, and southeast 18½ miles into Iowa River (tributary to the Mississippi) in junction with East Branch in Wright County, T. 93 N., R. 23 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028#xywh=349,3702,2219,51",0028_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0028.jpg,H
Gazetteer of Surface Waters of Iowa,"Iowa River, South Fork",Right,Hardin County,"T. 89 N., R. 22 W.","flows south 7 miles and southeast 26 miles into Iowa River (tributary to the Mississippi) in Hardin County, T. 86 N., R. 19 W.",Iowa River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=498,212,1370,44",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,"Iowa River, Upper (Oneota River)",Right,,"Iowa drift plain, Mower County, Minn.","flows southeast into Winneshiek County, T. 100 N., R. 10 W.; flows south 30 miles to Decorah, thence northeast 38 miles and southeast 8 miles into Mississippi River in Allamakee County, T. 99 N., R. 3 W.",Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=82,549,2193,53",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jack Creek,Left,Emmet County,"Swan Lake in T. 99 N., R. 32 W.","flows southwest 15 miles and south 4 miles into West Des Moines River (tributary through Des Moines River to the Mississippi) in Palo Alto County, T. 97 N., R. 33 W.",West Des Moines River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=82,826,2197,52",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jack Creek,Right,Lee County,"sec. 23, T. 67 N., R. 6 W.","flows southeast 7 miles into Mississippi River in Lee County, sec. 10, T. 66 N., R. 5 W.",Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=82,1107,2197,50",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jackson Creek,Right,Wayne County,"sec. 35, T. 69 N., R. 22 W.","flows east 8 miles and north 4 miles into South Chariton River (tributary through Chariton River to the Missouri) in Wayne County, sec. 1, T. 69 N., R. 21 W.",South Chariton River (tributary through Chariton River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=81,1245,2200,51",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,John Creek,Right,Dubuque County,"T. 88 N., R. 1 W.","flows southwest 9 miles into Whitewater Creek (tributary through North Fork of Maquoketa River and thus to the Mississippi) in Dubuque County, T. 87 N., R. 1 E.",Whitewater Creek (tributary through North Fork of Maquoketa River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=78,1453,2198,50",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Johnson Creek,Left,Dallas County,"sec. 11, T. 78 N., R. 27 W.","flows southeast 5 miles into Raccoon River (tributary through Des Moines River to the Mississippi) in Dallas County, sec. 34, T. 78 N., R. 26 W.",Raccoon River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=76,1657,2205,59",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Johny Creek,Left,Louisa County,"sec. 5, T. 74 N., R. 4 W.","flows southwest 4 miles into Long Creek (tributary through Iowa River to the Mississippi) in sec. 12, T. 74 N., R. 5 W.",Long Creek (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=76,1872,2212,52",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jonathan Creek,Right,Decatur County,"sec. 17, T. 70 N., R. 25 W.","flows southeast 11 miles into Weldon River (tributary through Grand River to the Missouri) in Decatur County, sec. 20, T. 69 N., R. 24 W.",Weldon River (tributary through Grand River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=76,2082,2205,50",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jones Creek,Right,Madison County,"T. 75 N., R. 28 W.","flows northeast 10 miles into Clanton Creek (tributary through Middle River to Des Moines River and thus to the Mississippi) in Warren County, T. 75 N., R. 26 W.",Clanton Creek (tributary through Middle River to Des Moines River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=76,2289,2205,51",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jones Creek,Right,Scott County,"sec. 33, T. 80 N., R. 4 E.",flows northeast 7 miles into Wapsipinicon River (tributary to the Mississippi).,Wapsipinicon River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=81,2496,2201,52",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jordan Creek,Right,Monona County,"T. 84 N., R. 43 W.","flows south 13 miles into Soldier River (tributary to the Missouri) in Monona County, T. 82 N., R. 43 W.",Soldier River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=81,2635,2200,50",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jordan Creek,Left,Pottawattamie County,"T. 76 N., R. 39 W.","flows southwest 14 miles into Graybill Creek (tributary through West Nishnabotna River to Nishnabotna River and thus to the Missouri) in Pottawattamie County, sec. 36, T. 74 N., R. 40 W.",Graybill Creek (tributary through West Nishnabotna River to Nishnabotna River and thus to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=82,2775,2199,51",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jordan Creek,Right,Poweshiek County,"sec. 32, T. 79 N., R. 13 W.","flows west 8 miles into North English River (tributary through English River to Iowa River and thus to the Mississippi) in Iowa County, sec. 19, T. 79 N., R. 12 W.",North English River (tributary through English River to Iowa River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=82,3048,2197,59",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Jordan Creek,Left,Wayne County,"sec. 29, T. 70 N., R. 21 W.","flows southeast 7 miles into South Fork of Chariton River (tributary through Chariton River to the Missouri) in Wayne County, sec. 1, T. 69 N., R. 21 W.",South Fork of Chariton River (tributary through Chariton River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=82,3260,2199,51",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Keg Creek,Left,Shelby County,"T. 80 N., R. 39 W.","flows southwest 56 miles to Glenwood, thence southwest 9 miles into Missouri River in Mills County, T. 71 N., R. 43 W.",Missouri River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=89,3466,2192,50",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,"Keg Creek, Little",Right,Pottawattamie County,"sec. 33, T. 76 N., R. 42 W.","flows 5 miles into Keg Creek (tributary to the Missouri) in Pottawattamie County, sec. 27, T. 75 N., R. 42 W.",Keg Creek (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=91,3675,2191,49",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Keigley's Branch,Right,Hamilton County,"T. 86 N., R. 24 W.","flows southeast 9 miles into Skunk River (tributary to the Mississippi) in Story County, sec. 7, T. 84 N., R. 23 W.",Skunk River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029#xywh=91,3879,2197,57",0029_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0029.jpg,I
Gazetteer of Surface Waters of Iowa,Keller Creek,Left,Woodbury County,"sec. 2, T. 86 N., R. 43 W.",flows north and northwest 5 miles into Miller Creek,Miller Creek (tributary through Little Sioux River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=350,302,2217,60",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Kidds Creek,Left,Shelby County,"T. 81 N., R. 38 W.",flows south 5 miles into West Fork of Nishnabotna River,"West Fork of Nishnabotna River (tributary through Nishnabotna River to the Missouri) in Shelby County, T. 80 N., R. 38 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=350,511,2218,59",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Kittson Creek,Left,Butler County,"T. 92 N., R. 17 W.",flows south 8 miles into West Fork of Cedar River,"West Fork of Cedar River (tributary through Cedar River to Iowa River and thus to the Mississippi) in Butler County, T. 91 N., R. 17 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=351,724,2220,52",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Knapp Creek,Left,Benton County,"T. 82 N., R. 9 W.",flows southeast 84 miles into Iowa River,"Iowa River (tributary to the Mississippi) in Johnson County, T. 81 N., R. 8 W., at altitude 700 feet.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=351,933,2220,51",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Knotty Creek,Left,Des Moines County,"T. 71 N., R. 3 W.",flows south 7 miles into Flint River,"Flint River (tributary to the Mississippi) in Des Moines County, sec. 24, T. 70 N., R. 3 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=351,1145,2216,50",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
Gazetteer of Surface Waters of Iowa,Koker Creek,Right,Woodbury County,"T. 87 N., R. 42 W.",flows south 9½ miles into Maple River,"Maple River (tributary through Little Sioux River to the Missouri) in Woodbury County, T. 86 N., R. 42 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030#xywh=351,1354,2217,50",0030_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0030.jpg,I
