date,description,amount,transaction_type,record_type,section_title,year,canvas_fragment,image
"Dec 28, 1899",ck.,10.00,withdrawal,Bank Ledger,CR,1899,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Feb 14, 1900",ck.,3.00,withdrawal,Bank Ledger,CR,1900,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009#xywh=783,573,125,29",0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"May 24, 1900",ck.,6.00,withdrawal,Bank Ledger,CR,1900,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009#xywh=104,470,221,79",0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"June 1, 1900",ck.,25.00,withdrawal,Bank Ledger,CR,1900,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009#xywh=1250,1131,119,29",0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"June 8, 1900",ck.,36.31,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"June 12, 1900",ck.,135.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"July 9, 1900",ck.,40.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Aug 7, 1900",ck.,35.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Aug 8, 1900",ck.,4.50,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Aug 15, 1900",ck.,14.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Aug 27, 1900",ck.,20.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Sept 4, 1900",ck.,344.43,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Oct 4, 1900",ck.,10.00,withdrawal,Bank Ledger,CR,1900,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009#xywh=1023,845,18,17",0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
"Oct 23, 1900",ck.,1.50,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
,Total Amount,941.61,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0009,0009_service:mss:mss11879:mss11879-42:42001:0009.jpg
1900,Amt,1300.34,deposit,Bank Ledger,DR,1900,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010#xywh=733,273,130,40",0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 18, 1901",Overdrawn,48.70,deposit,Bank Ledger,DR,1901,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010#xywh=1240,678,109,26",0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
1901,Total Amount,1349.04,deposit,Bank Ledger,DR,1901,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010#xywh=1007,817,26,19",0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
1900,Amt,941.61,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"November 7, 1900",ck.,4.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"November 10, 1900",ck.,2.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"November 17, 1900",ck.,267.50,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"November 27, 1900",ck.,5.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"December 10, 1900",ck.,12.00,withdrawal,Bank Ledger,CR,1900,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010#xywh=1212,448,132,24",0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"December 11, 1900",ck.,15.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"December 17, 1900",ck.,12.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"December 21, 1900",ck.,5.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"December 24, 1900",ck.,10.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"December 26, 1900",ck.,8.35,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"December 28, 1900",ck.,18.00,withdrawal,Bank Ledger,CR,1900,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 8, 1901",ck.,4.00,withdrawal,Bank Ledger,CR,1901,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 14, 1901",ck.,1.00,withdrawal,Bank Ledger,CR,1901,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 14, 1901",ck.,2.70,withdrawal,Bank Ledger,CR,1901,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 16, 1901",ck.,24.50,withdrawal,Bank Ledger,CR,1901,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 17, 1901",ck.,12.88,withdrawal,Bank Ledger,CR,1901,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 18, 1901",ck.,3.50,withdrawal,Bank Ledger,CR,1901,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
1901,Total Amount,1349.04,withdrawal,Bank Ledger,CR,1901,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010,0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 18, 1901",Overdrawn,48.70,withdrawal,Bank Ledger,CR,1901,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0010#xywh=726,894,396,86",0010_service:mss:mss11879:mss11879-42:42001:0010.jpg
"January 9, 1893","Bill of Exchange: Pay to the order of Julia G. Crofts, Ten pounds Sterling, drawn on Messrs J. S. Morgan & Co., London, by Riggs & Co.",10.00,withdrawal,Bill of Exchange,Second of Exchange,1893,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0011,0011_service:mss:mss11879:mss11879-42:42001:0011.jpg
,,131.75,expense,Bill of Exchange,Second of Exchange,1893,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0012#xywh=346,413,18,24",0012_service:mss:mss11879:mss11879-42:42001:0012.jpg
,Keyser gate Hor,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1000,135,619,227",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,bill 75-67,75.67,expense,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014,0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,chapel,,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014,0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,Trinity gate when [illegible],,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1010,350,844,149",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,cloches a conne,,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014,0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,Nous Dinons a la maison,,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014,0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,aujourdhui Mademoiselle,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1029,579,665,118",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,Je suis bien bien aise.,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1148,732,548,79",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,ayons du beurre,,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014,0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,ayez du fromage,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1142,835,383,130",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,Nous sommes revenu i,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1145,985,442,58",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,Nous sommes revenu -,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1156,1098,406,41",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,J'ai je suis [illegible],,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1160,1152,337,47",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,Je suis revenu,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1145,1197,487,98",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,Nous sommes revenu,,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014,0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,"Il ne pas encore arrive,",,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0014#xywh=1011,1358,463,39",0014_service:mss:mss11879:mss11879-42:42001:0014.jpg
,"J'ai eu. Tu as eu. Il a eu. Nous avons eu. Vous avez eu, Ils ont eu.",,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=89,185,809,54",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,J'ai vais eu. Tu vais eu,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=105,394,594,42",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"J'vais eu. Tu vais eu: Il avait eu, nous avions eu. Vous aviez eu: Ils avaient eu.",,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015,0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,J'eus eu. Tu eus eu. Il eut eu. Nous eûmes eu. Vous eûtes eu. Ils eurent eu.,,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015,0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,Le prise de la Bastille,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=92,998,497,61",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,Seulement pour voir,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=104,1103,494,50",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,Seulement pour voir.,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=120,1161,467,37",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,Seulement pour voir.,,study_note,Language Exercises,,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015,0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,Il faisait mauvais temps ce matin.,,study_note,Language Exercises,,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1029,193,705,52",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"J'ai eu. Tu as eu, Il avait eu, nous avons eu, Vous avez eu, Ils ont eu.",,study_note,Language Exercises,Imperfect Past Definite,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1031,346,817,51",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"J'ai eu, Tu as eu, Il avait eu, Nous avons",,study_note,Language Exercises,Past definite,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1007,484,829,128",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"on avait eu, Nous avions eu, Vous aviez",,study_note,Language Exercises,Pluperfect,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1038,695,777,114",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"eu, Ils avaient eu.",,study_note,Language Exercises,Pluperfect,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1043,801,450,51",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"J'eus eu, Tu eus eu, Il eut eu",,study_note,Language Exercises,Past anterior,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1009,952,737,59",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"nous eûmes eu. Vous eûtes eu,",,study_note,Language Exercises,Past anterior,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1010,1004,708,52",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,Ils eurent eu.,,study_note,Language Exercises,Past anterior,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=116,909,561,38",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,x x x,,study_note,Language Exercises,Future,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=214,312,383,40",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"eu, Vous avez eu, Ils ont eu.",,study_note,Language Exercises,Future,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1225,1156,259,48",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"J'avais eu, Tu avais eu. Il avait eu,",,study_note,Language Exercises,Future,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0015#xywh=1029,295,726,54",0015_service:mss:mss11879:mss11879-42:42001:0015.jpg
,"Jesus étant né à Bethléhem ville de Judée, au temps du roi Hérode, des mages d'Orient arrivèrent à Jérusalem.",,study_note,Language Exercises,Future,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0016,0016_service:mss:mss11879:mss11879-42:42001:0016.jpg
,"2. Et dirent, où est les roi des Juifs qui est né, car nous avons vu son étoile en Orient nous sommes venus l'adorer.",,study_note,Language Exercises,Future,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0016,0016_service:mss:mss11879:mss11879-42:42001:0016.jpg
,"3. Le roi Hérode l'ayant appris, en fut troublé et tout Jérusalem avec lui.",,study_note,Language Exercises,Future,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0016,0016_service:mss:mss11879:mss11879-42:42001:0016.jpg
,"4. Et ayant assemblé tout les principaux sacrificateurs et les scribes, il s'informa du peuple, il s'informa de d'eux où le Christ devait naître",,study_note,Language Exercises,Future,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0016,0016_service:mss:mss11879:mss11879-42:42001:0016.jpg
,"5. Et ils lui dirent, c'est à Bethléhem, ville de Judée, car c'est ainsi que l'a écrit un prophète:",,study_note,Language Exercises,Future,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0016,0016_service:mss:mss11879:mss11879-42:42001:0016.jpg
,"6. Et toi Bethléhem, terre de Juda tu n'es pas la moindre entre les principales villes de Juda: car c'est de toi",,study_note,Language Exercises,Future,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0016,0016_service:mss:mss11879:mss11879-42:42001:0016.jpg
,Je vais bien - I am well,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=268,181,378,57",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Je ne vais pas bien - I am unwell,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=242,247,568,42",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Mme Douglass va bien - Mme D. is well,,study_note,Language Exercises,French Phrases,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017,0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Nous allons bien - We are well,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=261,347,422,47",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Conduisez moi au Palais Bourbon - Conduct me to the Pais Bourbon,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=265,399,731,44",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Dépêchez-vous - Depêchez vous.,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=1101,451,249,39",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Je vous prends à l'heure - I take you by the hour,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=269,498,554,50",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Où sommes nous - Where are we,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=274,550,522,46",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Combien d'arrêt or combien de minutes d'arrêt? - How long do you stop there?,,study_note,Language Exercises,French Phrases,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017,0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Quelle heure est-il? - What o'clock is it,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=271,697,622,54",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Quand part le train? - When is the train going?,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=1115,738,733,59",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Quel est le meilleur hotel? - What is the best hotel?,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=289,798,696,55",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Avez vous une chambre à deux lits? - Have you a room with two beds?,,study_note,Language Exercises,French Phrases,,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017,0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Combien? - How much?,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=1095,957,367,34",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Quel est le prix de pension? - What is the price of boarding,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=1098,999,777,66",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,par jour? - by day,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=273,1059,298,49",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,par semaine - by week,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=285,1110,322,48",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,par mois? - by month,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=298,1165,316,38",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Nous partirons demain matin - We shall leave to morrow morning,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=1069,1211,816,40",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Donnez nous la note - Give us the bill,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=283,1270,683,42",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,Tout compris - Everything included,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=1057,1301,530,58",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
,A quelle distance? - How far,,study_note,Language Exercises,French Phrases,,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0017#xywh=296,1364,472,54",0017_service:mss:mss11879:mss11879-42:42001:0017.jpg
"June 20, 1887",Hexham,,travel_note,Travel Itinerary,Itinerary,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018#xywh=968,138,552,311",0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 21, 1887",Edinburgh,,travel_note,Travel Itinerary,Itinerary,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018#xywh=982,581,117,49",0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 22, 1887",Edinburgh,,travel_note,Travel Itinerary,Itinerary,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018#xywh=986,121,84,48",0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 23, 1887",Glasgow,,travel_note,Travel Itinerary,Itinerary,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018,0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 24, 1887",Glasgow,,travel_note,Travel Itinerary,Itinerary,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018,0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 25, 1887",Glasgow,,travel_note,Travel Itinerary,Itinerary,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018,0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 26, 1887",Glasgow,,travel_note,Travel Itinerary,Itinerary,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018,0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 27, 1887",Carlisle,,travel_note,Travel Itinerary,Itinerary,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018#xywh=1099,515,370,75",0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 28, 1887",Carlisle,,travel_note,Travel Itinerary,Itinerary,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018,0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 29, 1887",Carlisle,,travel_note,Travel Itinerary,Itinerary,1887,https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018,0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
"June 30, 1887",London,,travel_note,Travel Itinerary,Itinerary,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0018#xywh=971,675,129,54",0018_service:mss:mss11879:mss11879-42:42001:0018.jpg
,Miss Gulielma Stephens. Girtups Boxford.,,study_note,Travel Itinerary,Itinerary,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0019#xywh=1020,132,638,208",0019_service:mss:mss11879:mss11879-42:42001:0019.jpg
,J'ai: j'avais,,study_note,Language Exercises,Conjugations,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1033,178,435,234",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Tu as Tu avais,,study_note,Language Exercises,Conjugations,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1049,603,207,50",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
,Il ai Il avait,,study_note,Language Exercises,Conjugations,1887,"https://tile.loc.gov/image-services/iiif/service:mss:mss11879:mss11879-42:42001:0020#xywh=1321,1057,239,47",0020_service:mss:mss11879:mss11879-42:42001:0020.jpg
